tenderID,title,cpvs,complaints,complaints.status,questions,answer,documents,methodType,value,procuringEntity,status,region
UA-2017-02-22-000805-c,"Комплектуючі до комп""ютерної техніки",302,0,0,0,0,3,belowThreshold,9000,5416136,complete,26
UA-2017-02-17-001201-c,"теплова енергія – 5 лотів: Лот №1 – вул. Якубовського,6 (теплова енергія); Лот №2 – вул. Набережно-Корчуватська, 56/66 (теплова енергія); Лот №3 – вул. Новопирогівська, 25 (теплова енергія); Лот №4 – вул. Ломоносова, 52а (теплова енергія); Лот №5 - вул. Ломоносова, 52а (гаряча вода)",93,0,0,0,0,8,negotiation.quick,4189029.59,38945065,complete,31
UA-2017-02-18-000079-c,реактиви та контрастні речовини,336,0,0,0,0,7,aboveThresholdUA,89000,26349674,unsuccessful,930
UA-2017-02-03-002072-b,"Pipecuronium bromide (Піпекуронію бромід), Suxamethonium (Суксаметоній), Thiopental (Тіопентал натрію)",336,0,0,0,0,2,belowThreshold,57962,1989839,complete,844
UA-2017-02-09-000085-c,Огірки консервовані,153,0,0,1,1,2,belowThreshold,11000,3188487,complete,124
UA-2017-02-17-000568-b,Фрукти,32,0,0,0,0,5,belowThreshold,125100,4591541,complete,204
UA-2017-02-10-000198-b,Операційні системи,486,0,0,1,1,4,belowThreshold,179000,40909288,complete,490
UA-2017-02-01-000838-a,"Риба, рибне філе та інше м’ясо риби морожене   15220000-6",152,0,0,0,0,2,belowThreshold,158825,22672094,complete,637
UA-2017-02-13-000396-a,"0932000-8 Пара, гаряча вода та пов'язана продукція",93,0,0,0,0,2,negotiation,919241,2139239,complete,175
UA-2017-02-17-001981-c,реактиви,240,0,0,1,1,2,belowThreshold,10000,5484557,complete,211
UA-2017-02-08-000706-c,"Капітальний ремонт / облаштування ігрового майданчика за адресою: просп. Оболонський,27-В",452,0,0,0,0,6,belowThreshold,60000,39611267,cancelled,42
UA-2017-02-22-002123-c,"Кури заморожені, печінка куряча заморожена",151,0,0,0,0,4,negotiation,473880,2146133,cancelled,633
UA-2017-02-12-000051-c,"Чай, кавовий напій розчинний",158,0,0,0,0,3,belowThreshold,20250,2141621,unsuccessful,446
UA-2017-02-02-000988-b,"09130000-9 Нафта і дистиляти (Паливо), 14 лотів",91,0,0,0,0,7,negotiation,3609510,24837292,complete,140
UA-2017-02-07-001553-a,ДК 021:2015 09120000-6 Газове паливо (газ пропан-бутан скраплений),91,0,0,0,0,4,belowThreshold,33700,31871157,complete,115
UA-2017-02-06-000253-c,Послуги у сфері охорони громадського порядку та безпеки,752,0,0,0,0,4,negotiation,453610,4813361,complete,100
UA-2017-02-17-001919-c,послуги фізичної охорони службових приміщень,797,2,resolved,0,0,10,belowThreshold,159544,21792407,cancelled,931
UA-2017-02-16-000164-a,Сульфат алюмінію (коагулянт),243,0,0,0,0,3,belowThreshold,226265,3341351,complete,533
UA-2017-02-27-000327-c,"Бензин А-92, Дизельне паливо",91,0,0,0,0,3,aboveThresholdUA,962550,38094048,unsuccessful,553
UA-2017-02-07-000857-b,Бензоат денатонію ( Бітрекс ),243,0,0,0,0,4,aboveThresholdUA,450000,5459163,complete,223
UA-2017-02-21-000075-c,Фармацевтична продукція,336,0,0,0,0,15,aboveThresholdUA,3500000,5493838,complete,280
UA-2017-02-14-000847-c,"Послуги з заправки, відновлення картриджів та ремонту копіювально-множувальної техніки",503,0,0,4,3,2,belowThreshold,180000,2928433,complete,36
UA-2017-02-15-000679-a,Газове паливо – за кодом CPV за ДК 021:2015 – 09120000-6,91,0,0,0,0,8,aboveThresholdUA,364412.8,30909763,complete,810
UA-2017-02-01-000699-b,бланки медичні,228,0,0,0,0,4,belowThreshold,8000,1998443,complete,565
UA-2017-02-07-000789-c,"пара, гаряча вода та пов'язана продукція",93,0,0,0,0,2,negotiation,667800,2549262,complete,457
UA-2017-02-09-000525-a,Послуги з ремонту та технічного обслуговування систем очистки питної води бюветних комплексів,505,0,0,1,1,2,aboveThresholdUA,2734753,37292855,unsuccessful,20
UA-2017-02-03-000207-c,Бензин А-95.   Дизпаливо Євро4.,91,0,0,0,0,3,belowThreshold,505000,993538,complete,160
UA-2017-02-24-000942-b,"Budesonid, formoterol",243,0,0,0,0,4,belowThreshold,117300,2003770,unsuccessful,611
UA-2017-02-15-000693-b,постачання електричної енергії,653,0,0,0,0,1,negotiation.quick,2655589.44,1033674,complete,624
UA-2017-02-07-000056-b,15540000-5 (сир твердий; сир кисломолочний),155,0,0,0,0,2,aboveThresholdUA,793040,40081221,unsuccessful,16
UA-2017-02-20-000977-c,Друкарська продукція,228,0,0,1,1,5,belowThreshold,17905,5484474,complete,210
UA-2017-02-27-001072-a," Камера параформалінова, стілець для пологів, центрифуга, електроні ваги для новонароджених",331,0,0,0,0,2,belowThreshold,14250,2006171,unsuccessful,174
UA-2017-02-09-000042-b,"Пара, гаряча вода та пов’язана продукція",93,0,0,0,0,1,negotiation,1221152.4,38248807,complete,753
UA-2017-02-16-001073-c,Пара та гаряча вода; постачання пари та гарячої води (теплопостачання) ,93,0,0,0,0,2,aboveThresholdUA,740170,3881478,unsuccessful,126
UA-2017-02-23-002098-c,Хірургічні рукавички,331,0,0,0,0,3,belowThreshold,70000,14233274,complete,140
UA-2017-02-14-002003-c,"Пара, гаряча вода та пов’язана продукція",93,0,0,0,0,2,negotiation,2900000,2070996,complete,790
UA-2017-02-22-002444-c,"Хлібопродукти, свіжовипечені хлібобулочні та кондитерські вироби (Хліб з пшеничного борошна вищого ґатунку; хліб житньо-пшеничний)",158,0,0,0,0,3,aboveThresholdUA,219650,2144565,unsuccessful,790
UA-2017-02-23-000637-a,"колодки гальмівні композиційні типу ""2ТР-11""",346,0,0,0,0,4,aboveThresholdUA,3692304,40081237,complete,496
UA-2017-02-09-000694-a,вершкове масло (жирністю не менше 72.5 %),155,0,0,0,0,4,belowThreshold,86400,4590694,complete,393
UA-2017-02-08-000482-a,Масло рослинне,154,0,0,0,0,4,belowThreshold,15000,13578947,complete,133
UA-2017-02-01-001654-b,Послуги з ремонту і технічного обслуговування автомобілів,501,0,0,0,0,4,belowThreshold,21000,1990631,unsuccessful,875
UA-2017-02-28-000809-b,Папка на зав'язках,228,0,0,0,0,3,belowThreshold,3000,34334305,complete,460
UA-2017-02-17-001058-c,"Шприці ін’єкційні 2,0мл.  о/р., шприці ін’єкційні 5,0мл. о/р.  (ДК 021:2015 -33141000-0 – Медичні матеріали нехімічні та гематологічні одноразового застосування)",331,0,0,0,0,4,belowThreshold,22000,1987066,complete,532
UA-2017-02-13-000844-a,"Пара, та горяча вода та пов'язана продукція",93,0,0,0,0,3,negotiation.quick,358800,2228032,complete,906
UA-2017-02-03-001299-c," послуги з заправки та технічного обслуговування принтерів, копіювально-множительної техніки",503,0,0,0,0,7,aboveThresholdUA,307000,40081237,complete,496
UA-2017-02-07-001697-c,паливо,91,0,0,0,0,3,belowThreshold,43274,2139707,complete,934
UA-2017-02-14-001190-c,ДК021:2015 код 42160000-8 Котельні установки,421,0,0,1,1,2,belowThreshold,166466.67,14310862,unsuccessful,71
UA-2017-02-17-000280-c,Пряння білизни,983,0,0,0,0,6,belowThreshold,56000,14233297,complete,140
UA-2017-02-08-002950-c,Послуги з постачання електричної енергії (5 лотів),653,0,0,0,0,3,negotiation.quick,466876.73,37764460,complete,610
UA-2017-02-27-000118-c,Медичні інструменти та матеріали,331,0,0,0,0,5,belowThreshold,38900,20764107,cancelled,807
UA-2017-02-05-000047-b,Послуги щодо обробляння даних,723,0,0,0,0,0,belowThreshold,6360,5416124,complete,20
UA-2017-02-27-001623-a,Машини для обробки даних ,302,0,0,0,0,3,aboveThresholdUA,260800,2142833,unsuccessful,850
UA-2017-02-02-000065-c,"Кава, чай та супутня продукція",158,0,0,0,0,6,belowThreshold,3590,1983654,complete,933
UA-2017-02-13-001462-c,Медичні матеріали,331,0,0,0,0,7,aboveThresholdUA,423300,1981514,complete,411
UA-2017-02-27-000576-c,Дрова змішаних порід першої групи,34,0,0,0,0,2,aboveThresholdUA,908122,2143637,unsuccessful,86
UA-2017-02-06-001389-b,"Спеціалізований автомобіль медичної допомоги для перевезення медичного персоналу на базі ЗАЗ SENS, або його еквівалент",341,0,0,0,0,7,aboveThresholdUA,540000,26349674,unsuccessful,930
UA-2017-02-15-000621-b,Очисні апарати високого тиску,429,0,0,1,1,5,belowThreshold,23000,34869316,complete,690
UA-2017-02-01-001072-b,Яйце куряче,31,0,0,0,0,7,belowThreshold,22700,2145984,complete,476
UA-2017-02-03-000754-c,яйця,31,0,0,0,0,3,belowThreshold,199999,4350694,complete,46
UA-2017-02-07-001032-a,Стоматологічні та вузькоспеціалізовані інструменти та прилади.,331,0,0,0,0,3,belowThreshold,3225,1991518,unsuccessful,100
UA-2017-02-09-000586-c,Продукція борошномельно-круп'яної промисловості ,156,0,0,0,0,1,belowThreshold,108780,37950315,unsuccessful,447
UA-2017-02-15-000514-a,Електрична енергія,93,0,0,0,0,2,negotiation.quick,830700,13353993,complete,447
UA-2017-02-13-000296-c,"овочі, фрукти та горіхи",32,0,0,0,0,2,belowThreshold,24197,1989378,complete,531
UA-2017-02-17-000109-c,"Послуги у сфері загальної лікарської практики (Послуги у сфері медицини праці (Медичний огляд працівників певних категорій філії УМГ ""ХАРКІВТРАНСГАЗ""))",851,0,0,0,0,7,aboveThresholdUA,499990,25698645,unsuccessful,610
UA-2017-02-08-002006-c,Буряк,32,0,0,0,0,1,belowThreshold,3080,1116472,complete,610
UA-2017-02-23-000087-c,Устаткування для операційних блоків,331,0,0,0,0,21,belowThreshold,15890,1983826,complete,934
UA-2017-02-07-001999-c,Яблука,32,0,0,0,0,2,belowThreshold,5790,1984659,complete,490
UA-2017-02-17-000233-c,7135 – Науково-технічні послуги в галузі інженерії (лот №1 «Послуги з проведення  повірки засобів вимірювальної техніки»; лот №2 «Послуги з проведення повірки засобів вимірювальної техніки Північно-Східної та Центральної філій УДЦР»)),713,0,0,0,0,12,aboveThresholdUA,1900000,1181765,unsuccessful,31
UA-2017-02-21-001643-c,Бензин марки А-92,91,0,0,0,0,3,belowThreshold,7000,23119554,complete,851
UA-2017-02-10-000940-c,Електротовари,316,0,0,0,0,5,belowThreshold,15000,2215118,complete,210
UA-2017-02-08-000425-c,"Будівництво системи лінійної телемеханіки на магістральних газопроводах «Єлець-Курськ-Київ», «Шебелинка-Диканька-Київ» на дільниці Яготинського лінійного виробничого управління магістральних газопроводів (Будівельні роботи)",450,0,0,0,0,4,aboveThresholdUA,25235424,23517243,complete,30
UA-2017-02-15-000686-b,ноутбук,302,0,0,0,0,4,belowThreshold,16000,4060714,complete,324
UA-2017-02-10-000689-c,Електрична енергія,93,0,0,0,0,2,negotiation.quick,628086.42,38948312,complete,40
UA-2017-02-22-000047-a,"Картриджі, флеш-накопичувачі",302,0,0,1,0,5,belowThreshold,5000,4357466,cancelled,771
UA-2017-02-22-000207-b,"31330000-8, кабель",313,0,0,0,0,4,belowThreshold,16025.4,5425046,complete,344
UA-2017-02-07-000992-a,ДК 021-2015 33600000-6 Фармацевтична продукція,336,0,0,0,0,3,belowThreshold,14271,5536099,unsuccessful,501
UA-2017-02-01-000600-a,"«Механічні запасні частини, крім двигунів і частин двигунів» код 34320000-6 за ДК 021:2015 (сильфони для зчленованого рухомого складу)",343,0,0,0,0,2,aboveThresholdUA,3243062,31725604,unsuccessful,40
UA-2017-02-10-002132-c,Газ Метан,91,0,0,0,0,4,negotiation,283500,32576420,complete,843
UA-2017-02-07-001994-c,33600000-6 Фармацевтична продукція - Ліки,336,0,0,0,0,4,aboveThresholdUA,420000,1999112,complete,360
UA-2017-02-14-000670-c,Засоби мийні та засоби для чищення,398,0,0,0,0,1,belowThreshold,7000,5483316,unsuccessful,540
UA-2017-02-08-002152-c,"код 10.13.1 (15131130-5) - консерви та готові страви з м’яса, м’ясних субпродуктів чи крові (ковбаса напівкопчена)",151,0,0,0,0,3,belowThreshold,40465,21722281,complete,228
UA-2017-02-02-001788-b,Природний газ,91,0,0,0,0,5,aboveThresholdUA,506296.33,5266257,unsuccessful,175
UA-2017-02-28-000849-a,Фармацевтична продукція (спирт етиловий),336,0,0,0,0,1,aboveThresholdUA,69500,5484008,unsuccessful,232
UA-2017-02-10-000361-b,фруктові соки,153,0,0,0,0,2,belowThreshold,13273,20098490,cancelled,221
UA-2017-02-17-001407-c,Інсектициди,244,0,0,0,0,2,aboveThresholdUA,205000,4687301,unsuccessful,88
UA-2017-02-16-000599-a,Самохідна снігоприбиральна машина,341,0,0,0,0,6,belowThreshold,36000,2774119,complete,124
UA-2017-02-22-002597-c,"ДК 021:2015 (CPV) - 09130000-9 - Нафта і дистиляти: дизельне паливо, бензин А-92",91,0,0,0,0,8,aboveThresholdUA,2950000,1598301,complete,180
UA-2017-02-08-001081-c,Цукор,158,0,0,0,0,2,belowThreshold,84800,20763289,unsuccessful,810
UA-2017-02-10-001446-c,Медикаменти,336,0,0,0,0,4,belowThreshold,12260,1985274,complete,490
UA-2017-02-24-001469-b,Теплопостачання,93,0,0,0,0,1,negotiation.quick,18639,40108833,complete,790
UA-2017-02-13-001040-a,напівфабрикат крупно кусковий натуральний з яловичини заморожений 1 ґатунку; заморожена чверть курчат бройлерів,151,0,0,2,2,4,aboveThresholdUA,381675,21174187,complete,624
UA-2017-02-28-000264-a,"Бензин марки А-92, Дизельне Паливо (код (ДК 021:2015) - 09130000-9 - Нафта і дистиляти)",91,0,0,0,0,4,aboveThresholdUA,704000,495817,unsuccessful,200
UA-2017-02-17-000202-c,м’ясо та м’ясопродукти,151,0,0,0,0,2,belowThreshold,63800,21144720,unsuccessful,482
UA-2017-02-20-000224-b,"Борошно, гречана крупа, рис, пшенична крупа, ячна крупа, манна крупа, кукурудзяна крупа, вівсяні пластівці",156,0,0,0,0,8,aboveThresholdUA,488927.87,16502790,complete,40
UA-2017-02-22-001937-c,10. Знешкодження (термічне перероблення) твердих побутових відходів (відходи комунальні (міські) змішані в т.ч. сміття з урн,905,0,0,0,0,2,belowThreshold,35858,3539024,unsuccessful,10
UA-2017-02-14-000433-b,Технічне обслуговування ліфтів,507,0,0,0,0,2,belowThreshold,24605.46,14323563,complete,393
UA-2017-02-06-000127-b,"БІОЛІК Туберкулін ППД-Л (р-н для внутрішньошкірного введення 2 ТО/доз, комплект 1 ампула 0,6 мл (6 доз) із 3 шприцами та 3 голками )",336,0,0,0,0,5,belowThreshold,73000,31413640,complete,20
UA-2017-02-10-001472-c,Природний газ,91,0,0,0,0,2,aboveThresholdUA,212093,22202750,unsuccessful,73
UA-2017-02-09-000473-b,"послуги з харчування дітей, потерпілих від Чорнобильської катастрофи, у навчальних закладах, розташованих на територіях радіоактивного забруднення Поліського району Київської області ДК 021:2015:55520000-1 -Кейтерингові послуги",555,0,0,1,1,12,aboveThresholdUA,874151.54,3193713,complete,70
UA-2017-02-28-000029-a,"ДК 021:2015 ""77310000-6 Послуги з озеленення територій та утримання зелених насаджень"" - (озеленення вулиць міста)",773,0,0,0,0,5,aboveThresholdUA,400000,36916734,complete,522
UA-2017-02-20-001579-c,"021:2015 - 44221000-5 Вікна, двері та супутні вироби. 016:2010-25.12.1 Двері, вікна й рами до них і пороги до дверей",442,0,0,1,1,11,belowThreshold,197738,26417105,cancelled,875
UA-2017-02-16-001682-c,добрива різні: Карбамід,244,0,0,0,0,6,belowThreshold,77000,2541869,complete,518
UA-2017-02-02-001612-b,Реактиви для лабораторії,336,0,0,0,0,5,belowThreshold,23000,14173394,complete,290
UA-2017-02-04-000074-b,природний газ,91,0,0,0,0,5,aboveThresholdUA,507050,39459195,complete,100
UA-2017-02-16-000568-c,"закупівлю 03220000-9 - Овочі, фрукти та горіхи  (Родзинки)",240,0,0,0,0,5,aboveThresholdUA,33750,2141973,cancelled,934
UA-2017-02-07-000359-b,Джем та томатне пюре,153,0,0,0,0,4,belowThreshold,4015,21725322,complete,224
UA-2017-02-20-002253-c,Закупівля трактора,167,0,0,0,0,8,aboveThresholdUA,1200000,22390774,unsuccessful,826
UA-2017-02-17-000273-c,Електрична енергія,93,0,0,0,0,4,negotiation.quick,5985.6,2362664,complete,730
UA-2017-02-24-000398-c,"тестер, цифровий мультиметр",383,0,0,0,0,3,belowThreshold,5000,2071180,unsuccessful,610
UA-2017-02-17-001046-c,Стоматологічні та вузькоспеціалізовані інструменти та прилади (матеріали для протезування зубів та припасовування зубних пртезів: маса металокерамічна),331,0,0,0,0,3,belowThreshold,57000,19038146,complete,40
UA-2017-02-15-001577-c,"ПОСЛУГИ ЛІКУВАЛЬНИХ ЗАКЛАДІВ – (ПОСЛУГИ ЛІКУВАЛЬНИХ ЗАКЛАДІВ КОД ДК 021:2015 – 85111000-0) - ПОСЛУГИ ІЗ САНАТОРНО-КУРОРТНОГО ЛІКУВАННЯ ДЛЯ ВЕТЕРАНІВ ПРАЦІ, ДІТЕЙ ВІЙНИ, УЧАСНИКІВ БОЙОВИХ ДІЙ, УЧАНИКІВ ВІЙНИ, ІНВАЛІДІВ, ІНВАЛІДІВ З ДИТИНСТВА, УЧАСНИКІВ БОЙОВИХ ДІЙ В АТО ТА ПУТІВКИ БЕЗ ЛІКУВАННЯ ДЛЯ СУПРОВОДЖУЮЧИХ ІНВАЛІДІВ І ГРУПИ (5 ЛОТІВ):
-	ЛОТ №1 – ПУТІВКИ ЗАХВОРЮВАННЯ ОПОРНО-РУХОВОГО АПАРАТУ (КІРОВОГРАДСЬКА ОБЛ.);
-	ЛОТ №2 – ПУТІВКИ ЗАХВОРЮВАННЯ ОРГАНІВ ДИХАННЯ (КІРОВОГРАДСЬКА ОБЛ.);
-	ЛОТ №3 – ПУТІВКИ ЗАХВОРЮВАННЯ НЕВРОЛОГІЧНОГО ПРОФІЛЮ (КІРОВОГРАДСЬКА ОБЛ).
-	ЛОТ №4 – КУРСІВКИ ЗАХВОРЮВАННЯ ОПОРНО-РУХОВОГО АПАРАТУ (КІРОВОГРАДСЬКА ОБЛ.);
-	ЛОТ №5 – КУРСІВКИ ЗАХВОРЮВАННЯ НЕВРОЛОГІЧНОГО ПРОФІЛЮ (КІРОВОГРАДСЬКА ОБЛ.)",851,0,0,0,0,6,aboveThresholdUA,296910,13762094,unsuccessful,274
UA-2017-02-08-000520-a,"бензин ,дизпаливо",91,0,0,0,0,2,belowThreshold,97760,26120776,unsuccessful,453
UA-2017-02-13-001015-c,теплопостачання,93,0,0,0,0,2,negotiation.quick,4318000,39806952,cancelled,82
UA-2017-02-02-000326-b,Рибні консерви та інші рибні страви та пресерви,152,0,0,0,0,7,belowThreshold,146620,33111325,complete,140
UA-2017-02-15-002030-c,Рафіновані олії та жири,154,0,0,0,0,1,belowThreshold,12800,38293011,unsuccessful,771
UA-2017-02-15-000333-a,Розподіл води,651,0,0,0,0,2,negotiation.quick,130200,38855349,complete,36
UA-2017-02-19-000007-c,"Короп, товстолобик",33,0,0,0,0,1,belowThreshold,45000,3188926,cancelled,806
UA-2017-02-15-000127-c,Сирні продукти,155,0,0,0,0,2,belowThreshold,36800,4052867,complete,845
UA-2017-02-14-002050-c,Риба,152,0,0,0,0,3,belowThreshold,120000,22331468,complete,790
UA-2017-02-22-000565-b,ДК 021:2015 Молоко та вершки,155,0,0,0,0,4,belowThreshold,30000,5265855,complete,164
UA-2017-02-21-000323-a,Електрична енергія,93,0,0,0,0,0,negotiation,387257.86,2007561,active,425
UA-2017-02-16-001467-c,молокопродукти,155,0,0,0,0,4,belowThreshold,198000,5484557,complete,211
UA-2017-02-02-002817-b,мобільний виставковий стенд DISPLAY WALL,391,0,0,0,0,3,belowThreshold,12000,40390252,unsuccessful,460
UA-2017-02-15-002345-c,Килимові покриття килимки та килими,395,0,0,0,0,2,belowThreshold,92000,1566117,complete,21
UA-2017-02-07-001355-c,Електрична енергія,93,0,0,0,0,1,negotiation.quick,618127.38,3077871,complete,180
UA-2017-02-17-000654-c,"Чай чорний 1*100 - 48 пач.
Чай зелений 1*100 - 24 пач.
Чай фруктовий 1*20 - 216 пач.
Чай трав'яний 1*20 - 144 пач.
Чай (гармонія природи ТМ Хейліс 1/25 -90 пач.",158,0,0,0,0,3,belowThreshold,14000,38203860,unsuccessful,36
UA-2017-02-15-000665-c,Постачання теплової енергії ,93,0,0,0,0,2,negotiation.quick,4400000,493758,complete,623
UA-2017-02-13-001158-a,Чай,158,0,0,0,0,3,belowThreshold,7500,5536739,complete,31
UA-2017-02-22-000296-c,ДК 021:2015 “09310000-5 Електрична енергія”,93,0,0,0,0,2,negotiation.quick,325440,39440996,complete,41
UA-2017-02-13-001221-a,медикаменти згідно специфікації,336,0,0,0,0,3,belowThreshold,9000,2002718,unsuccessful,620
UA-2017-02-07-002239-c,послуги охорони,797,0,0,0,0,5,aboveThresholdUA,1756684.8,4544524,complete,490
UA-2017-02-14-000767-c,33100000-1 Медичне обладнання (Діагностичні набори),331,0,0,2,2,8,belowThreshold,49300,1987037,complete,500
UA-2017-02-24-000644-a,"Папір  для друку, канцтовари",301,0,0,0,0,2,belowThreshold,99174.5,37573471,complete,690
UA-2017-02-22-000398-b,Деревина необроблена (деревина паливна),34,0,0,0,0,1,negotiation,1836160,2143117,complete,117
UA-2017-02-07-001310-c,Яловичина тушкована,158,1,answered,0,0,4,belowThreshold,75400,2146239,cancelled,637
UA-2017-02-02-000485-b,Твердий сир,155,0,0,0,0,5,belowThreshold,9750,4590932,cancelled,486
UA-2017-02-09-001523-c,"Касети для розсади, детальний опис у Додатку №2.",195,0,0,2,1,6,belowThreshold,15500,4589645,unsuccessful,22
UA-2017-02-22-002388-c,Стартер LIK BOSH 900003015,316,0,0,0,0,4,belowThreshold,4600,2147457,unsuccessful,163
UA-2017-02-15-000758-b,електрична енергія,93,0,0,0,0,1,negotiation.quick,271488,2548185,complete,742
UA-2017-02-03-000334-b,"«Реставрація пам»ятки архітектури місцевого значення «Полтавський Палац дитячої та юнацької творчості « по вул. Пушкіна,30 (ох. № 49 ПО )",450,0,0,0,0,5,aboveThresholdUA,6182000,4057600,complete,360
UA-2017-02-24-000340-a,Паливо котельне,91,0,0,0,0,5,aboveThresholdUA,3705000,5459163,unsuccessful,223
UA-2017-02-03-000625-c,Лабораторні реактиви,336,0,0,0,0,3,belowThreshold,70000,2000441,complete,480
UA-2017-02-09-000914-b,"Молоко пастеризоване 2,5%",155,0,0,0,0,5,belowThreshold,102750,20829864,complete,821
UA-2017-02-20-000008-c,"код ДК 021:2015 - 33600000-6 - фармацевтична продукція (potassium chloride, dextran, comb drug, levofloxacin, salbutamol, acetylcysteine, sodium chloride, nalbuphine, metamizole sodium, ornidazole, sodium chloride, bupivacaine, citicoline, ondansetron, magnesium sulfate, decamethoxine, glucose, hydroxyethylstarch, electrolytes with carbohydrates, electrolytes in combination with other drugs, amino acids)",336,0,0,0,0,4,aboveThresholdUA,2300000,7931813,complete,610
UA-2017-02-01-002845-b,Рентгенографія з обстежень хворих,851,0,0,0,0,6,aboveThresholdUA,240000,38902896,unsuccessful,74
UA-2017-02-13-000809-c,Масло вершкове,155,0,0,0,0,2,belowThreshold,6555,2142520,unsuccessful,521
UA-2017-02-14-001892-c,Хімічна продукція,249,0,0,0,0,5,belowThreshold,4900,1998644,complete,661
UA-2017-02-02-001734-b,"Устаткування охоронне , протипожежне ,комбіноване ручне.",350,0,0,0,0,1,belowThreshold,40000,33153784,complete,40
UA-2017-02-07-001092-c,Енергія електрична,93,0,0,0,0,1,negotiation.quick,104150503.2,1034662,complete,748
UA-2017-02-28-000709-a,Електрична енергія,93,0,0,0,0,1,negotiation.quick,384500,40020698,complete,730
UA-2017-02-23-000653-a,Шафа зарядно-розрядна розподільча,312,0,0,5,5,14,aboveThresholdUA,1829556,40081195,complete,790
UA-2017-02-16-000410-a,"створення національного фільму (аудіовізуального твору) ""Морена"" на умовах фінансової підтримки",921,0,0,0,0,1,negotiation,19333583,37508051,complete,10
UA-2017-02-28-000546-c,Оселець суха заморозка Скумбрія б/г суха заморозка Філе пангасіуса б/ш суха заморозка Філе хека б/ш суха заморозка Філе лосося з/ш суха заморозка Хек тушка суха заморозка Тушка мінтая суха заморозка,152,0,0,0,0,0,negotiation,480550,7770190,complete,40
UA-2017-02-16-000058-a,Природний газ,91,0,0,0,0,1,negotiation,656038.24,1994238,complete,85
UA-2017-02-02-000500-b,Шини для транспортних засобів великої та малої тоннажності,343,0,0,0,0,4,aboveThresholdUA,1074916,38510035,complete,140
UA-2017-02-01-002753-b,Крупи,156,0,0,0,0,4,belowThreshold,44080,1994008,complete,42
UA-2017-02-16-000636-c,Повірка та калібрування засобів вимірювальної техніки,504,0,0,0,0,2,aboveThresholdUA,1500000,33126849,unsuccessful,210
UA-2017-02-07-001340-a,Меблі,391,0,0,3,3,4,belowThreshold,84172,23516367,complete,31
UA-2017-02-07-001428-c,"Сир твердий 50% ("" Голандський"",""Російський"")",155,0,0,0,0,7,belowThreshold,13000,1280036,complete,500
UA-2017-02-16-001826-c,Реактиви лабораторні,336,0,0,0,0,1,belowThreshold,23000,23494298,complete,21
UA-2017-02-10-000274-a,Канцелярські товари,301,0,0,0,0,5,belowThreshold,5844.1,35659347,complete,642
UA-2017-02-27-001477-a,філе куряче охолоджене (15110000-2 м'ясо),151,0,0,0,0,4,aboveThresholdUA,206625,38281692,complete,637
UA-2017-02-28-000023-b,60440000-4 Послуги у сфері повітряного сполучення та супутні послуги Послуги гелікоптера.,604,0,0,0,0,2,belowThreshold,589720,100227,cancelled,10
UA-2017-02-20-000022-a,"Посвідчення з охорони праці: посвідчення пожежного технічного мінімуму, посвідчення з охорони праці (з електробезпеки).",228,0,0,3,3,3,aboveThresholdUA,572,40081394,unsuccessful,10
UA-2017-02-15-001994-c,Засоби особистої гігєни,337,0,0,0,0,2,belowThreshold,85000,20845981,complete,804
UA-2017-02-21-001642-c,"Комп’ютерне обладнання, код за ДК 021:2015 – 30230000-0 
(Робочі станції для оформлення та видачі паспортів громадян України для виїзду за кордон та паспортів громадян України у формі картки)",302,0,0,0,0,8,aboveThresholdUA,1010000,37371727,complete,42
UA-2017-02-22-002635-c,"Хліб пшеничний, хліб пшенично - житній",158,0,0,0,0,2,aboveThresholdUA,223000,3190366,unsuccessful,276
UA-2017-02-16-000480-c,"Електрична енергія код ДК 021:2015: 09310000-5 (електрична енергія, постачання електричної енергії)",93,0,0,0,0,1,negotiation,8581.8,38381474,cancelled,376
UA-2017-02-28-000497-b,Друкарська фарба (Фарба штемпельна),226,0,0,0,0,3,belowThreshold,5700,3191259,complete,704
