tenderID,title,cpvs,complaints,complaints.status,questions,answer,documents,methodType,value,procuringEntity,status,region
UA-2017-02-07-000935-b,Масло вершкове,155,0,0,0,0,5,aboveThresholdUA,64611.25,33724309,complete,400
UA-2017-02-21-001848-c,Побутові лічильники газу,385,2,0,1,1,5,aboveThresholdUA,1672000,5448610,unsuccessful,880
UA-2017-02-08-000054-b,придбання крохмалю,156,0,0,0,0,1,belowThreshold,23500,37393777,unsuccessful,40
UA-2017-02-07-000471-b,"ЛісозаготівляСЛРкв.23вид,16,13,пл.2,6га",772,0,0,0,0,11,aboveThresholdUA,242770,21448070,complete,591
UA-2017-02-08-000896-c,спостереження за системою тривожної сигналізації,797,0,0,0,0,2,belowThreshold,18000,5496891,complete,21
UA-2017-02-13-001348-a,"Масло вершкове “Селянське” або еквівалент  не солоне, жирн.72,5% - 4400,00 кг.",155,0,0,0,0,5,aboveThresholdUA,655908,1994095,unsuccessful,16
UA-2017-02-08-002135-c,Фармацевтична продукція ,336,0,0,0,0,4,aboveThresholdUA,120544,2003681,complete,610
UA-2017-02-22-000154-a,Оливи мастильні,92,0,0,0,0,4,belowThreshold,16850,40938167,complete,231
UA-2017-02-07-000746-a,"Магістралі, трубопроводи, труби, обсадні труби, тюбінги та супутні вироби",441,2,invalid,0,0,3,belowThreshold,12100,26267255,complete,31
UA-2017-02-06-002615-b,"Капітальний ремонт інженерних мереж (ХВП, ГВП, ЦО, КАНАЛІЗАЦІЯ) за адресою: Вул.Івана Миколайчука, 5/1",454,0,0,0,0,2,belowThreshold,150000,39606435,complete,20
UA-2017-02-15-000083-a,Комплект радіокерованого полігонного обладнання,429,0,0,0,0,8,aboveThresholdEU,7100000,8190603,cancelled,512
UA-2017-02-16-000133-c,технологічне обладнання для харчоблоку дошкільного навчального закладу,397,0,0,2,2,19,belowThreshold,87995,21970903,cancelled,875
UA-2017-02-14-000764-a,ДК 021:2015 (CPV 2008) 33600000-6 Фармацевтична продукція (Лікарські засоби для лікування захворювання кишково-шлункового тракту розладу обміну речовин; Лікарські засоби для лікування сечостатевої системи; Лікарські засоби для лікування захворювань серцево-судинної системи; Лікувальні засоби для лікування захворювання крові.),336,0,0,0,0,2,aboveThresholdUA,381100,1994971,unsuccessful,250
UA-2017-02-23-000732-b,Фармацевтична продукція,336,0,0,1,0,1,aboveThresholdUA,670000,1993612,cancelled,776
UA-2017-02-15-001691-c,"Папір офісний А4, 210*297 mm 80 g/m2 (500 аркушів в пачці)",301,0,0,0,0,7,belowThreshold,6800,1983134,complete,456
UA-2017-02-03-000334-a,Нафта і дистиляти (в талонах),91,0,0,0,0,7,aboveThresholdUA,821600,2141408,unsuccessful,234
UA-2017-02-16-002400-c,"Придбання: лот 1-чай, лот 2 - кавовий напій",158,0,0,0,0,4,aboveThresholdUA,240000,37393777,complete,40
UA-2017-02-20-000897-c,Вироби медичного призначення,331,0,0,0,0,3,belowThreshold,22500,5496796,complete,31
UA-2017-02-27-001253-a,Цукор,158,0,0,0,0,6,belowThreshold,21460,2143028,unsuccessful,130
UA-2017-02-08-000756-c,код за ДК 021-2015 -90510000-5 Утилізація сміття та поводження зі сміттям,905,0,0,0,0,7,aboveThresholdUA,398544,5403286,unsuccessful,250
UA-2017-02-07-000619-b,Електрична енергія,93,0,0,0,0,1,belowThreshold,18596,24170439,unsuccessful,357
UA-2017-02-02-002520-b,Картопля,32,0,0,0,0,10,aboveThresholdUA,388560,2142891,complete,853
UA-2017-02-28-001769-a,брізол модифікований СТБ 1485-2004 та бітум нафтовий будівельний БНБ 90/10,441,0,0,0,0,3,belowThreshold,69900,3345716,complete,690
UA-2017-02-09-000573-a,"Цоліклони, преципітуючі сироватки білок для судово - медичного призначення",336,0,0,0,0,2,belowThreshold,27000,1996616,complete,790
UA-2017-02-03-000639-b,Централізоване опалення (послуги з постачання теплової енергії),93,0,0,0,0,1,negotiation.quick,355474,26445298,complete,565
UA-2017-02-01-001805-b,Фармацевтична продукція,336,0,0,0,0,4,aboveThresholdEU,6773334,180611,complete,100
UA-2017-02-15-000111-b,"Бензин А-95, 500 літрів",91,0,0,0,0,3,belowThreshold,11750,25789365,active,514
UA-2017-02-09-000033-a,"Послуги з ремонту, технічного обслуговування дорожньої інфраструктури і пов’язаного обладнання та супутні послуги (Поточний ремонт та утримання мереж зовнішнього освітлення міста козятин)",502,0,0,0,0,6,aboveThresholdUA,300000,40571817,unsuccessful,221
UA-2017-02-06-001574-b,"послуги з технічного обслуговування систем газопостачання, газового обладнання",505,0,0,0,0,3,belowThreshold,18315,1116472,unsuccessful,610
UA-2017-02-28-000975-a,Конструкції та їх частини,442,0,0,0,0,1,negotiation,774408.78,5396638,complete,730
UA-2017-02-25-000015-c,Вальниці (підшипники в асортименті),444,0,0,2,2,4,belowThreshold,115000,4590234,complete,22
UA-2017-02-07-000212-a,grneyt,32,0,0,0,0,1,negotiation,12000,11224453,cancelled,10
UA-2017-02-22-000515-a,Хлорне вапно,243,0,0,0,0,3,belowThreshold,14000,1982583,complete,223
UA-2017-02-20-000938-c,"Послуги з обробки даних ( бюджет, спецфонд)",723,0,0,0,0,2,belowThreshold,8600,1993919,unsuccessful,40
UA-2017-02-01-001102-b,"Виконання топографічних робіт зі зйомки із складанням плану масштабу 1:500 на об'єкті: ""Заходи для запобігання зсуву ґрунтового масиву на правому схилі  Рибальської балки, у районі аварійного нежитлового будинку №90 по вул. Нахімова у м. Дніпропетровську, будівництво""",713,0,0,1,1,3,belowThreshold,20027,40506232,complete,490
UA-2017-02-20-000204-a,Засоби індивідуального захисту,351,0,0,2,1,1,belowThreshold,6940,35298111,complete,442
UA-2017-02-14-000060-b,Хлібобулочні вироби,158,0,0,0,0,1,belowThreshold,31400,1991961,unsuccessful,132
UA-2017-02-07-000817-c,"Фарба, емаль, лаки, ґрунтовки ",448,0,0,2,2,6,belowThreshold,85500,32106,complete,16
UA-2017-02-24-000684-a,"Дроти, кабелі",313,0,0,2,2,4,belowThreshold,35900,5498909,complete,696
UA-2017-02-24-001076-c,Рентгенівська плівка (найменування та кількість у додатку),323,0,0,0,0,7,belowThreshold,32705.04,25953117,complete,845
UA-2017-02-02-001023-b,Лісозаготівля,772,0,0,0,0,6,aboveThresholdUA,135936,20562421,complete,785
UA-2017-02-28-000085-a,"Послуги зв""язку Інтернетом проводовими мережами",724,0,0,0,0,1,negotiation,11780,40020724,complete,580
UA-2017-02-15-000551-b,Папір ксероксний,301,0,0,2,2,4,aboveThresholdEU,4300000,131713,complete,650
UA-2017-02-22-001308-c,"Пара, гаряча вода та пов'язана продукція",93,0,0,0,0,3,negotiation.quick,410000,2011158,cancelled,490
UA-2017-02-20-000085-c,Закупівля електричної енергії,93,0,0,0,0,1,negotiation.quick,393813,4345925,complete,135
UA-2017-02-13-000366-a,Послуги їдалень та кейтерингові послуги (Послуги з організації гарячого харчування),555,0,0,0,0,5,aboveThresholdUA,2793200,37361483,complete,87
UA-2017-02-06-002445-b,Запчастини до екскаваторів,432,0,0,1,1,5,aboveThresholdUA,2500000,39389830,complete,517
UA-2017-02-27-000161-c,"капуста, морква, цибуля, яблука",32,0,0,0,0,7,belowThreshold,24144.75,34335766,unsuccessful,842
UA-2017-02-13-001282-c,Продуктовий набір,158,0,0,0,0,4,belowThreshold,4000,20275978,unsuccessful,490
UA-2017-02-09-002287-c,Папір для друку А4,301,0,0,0,0,5,belowThreshold,12000,5497361,complete,460
UA-2017-02-07-000310-b,сухофруктова суміш,153,0,0,1,1,3,belowThreshold,52500,3188493,complete,135
UA-2017-02-21-002410-c,Реконструкція ділянки водогону в м. Ланівці по вул. Вишнівецька Лановецького району Тернопільської області,453,0,0,1,1,5,belowThreshold,355900,4396288,complete,474
UA-2017-02-15-001323-c,"Фармацевтична продукція різна, наркотичні засоби",336,0,0,0,0,6,aboveThresholdUA,1005600,2009548,complete,580
UA-2017-02-10-002388-c, послуги постачання теплової  енергії,93,0,0,0,0,1,negotiation,1391381.96,5537302,complete,552
UA-2017-02-14-000351-c,"""Овочі, фрукти та горіхи"" (капуста в асорт., салати в асорт, зелень в асорт., стебло селери)",32,0,0,0,0,4,belowThreshold,47600,4704790,complete,654
UA-2017-02-09-000545-c,"Охорона приміщень загальних місцевих судів міста Миколаєва та Миколаївської області шляхом централізованого спостереження, реагування та обслуговування систем охоронно-пожежної та тривожної сигналізації встановленої на об'єктах  ",797,0,0,0,0,2,aboveThresholdUA,400000,26299835,unsuccessful,540
UA-2017-02-16-001495-c,"ДК 021-2015-33600000-6 ""Фармацевтична продукція""",336,0,0,0,0,1,belowThreshold,71500,1989450,complete,535
UA-2017-02-28-000903-b,Електрична енергія,93,0,0,0,0,8,negotiation.quick,566300,5480915,cancelled,650
UA-2017-02-23-000468-a,Канцтовари,301,0,0,0,0,6,belowThreshold,33600,22338461,complete,806
UA-2017-02-13-000648-a,"Лот 1 - Медичні розчини: («Амінокапронова кислота», «Аланін, аргініну гідрохлорид, валіну, гістидину гідрохлорид моногідрат, гліцину, ізолейцин, лейцин, лізину гідрохлорид, метіонін, пролін, треонін, триптофан, фенілаланін»,  «Гатифлоксацин», «Гідроксиетилкрохмал, натрію хлорид», «Калію хлорид, глюкоза», «Глюкоза», «Декаметоксин», «Парацетамол», «Пентоксифілін», «Левофлоксацин», «Маніт», «Метронідазол», «Натрію хлорид», «Прокаїн», «Орнідазол», «Сорбітол, натрію лактат, натрію хлориду, кальцію хлорид дигідрат, калію хлорид, магнію хлорид гексагідрат», «Натрію хлорид, калію хлорид, кальцію хлорид гексагідрат, натрію гідрокарбонат», «Натрію хлорид, калію хлорид, кальцію хлорид гексагідрат, натрію лактат», «Сорбітол, натрію лактат, натрію хлорид, кальцію хлорид дигідрат, калію хлорид, магнію хлорид гексагідрат», «Аргімінагідро хлорид», «Натрію хлорид, калію хлорид, натрію гідрокарбонат»); Лот 2 - Лікарські  засоби інші: («L-лізину есцинат», «Депротеінізований генодериват із крові телят», «Проксиметакаїн», «Метамізол натрій», «Епінефрин»,  «Аміодарон», «Тилорон», «Амікацин», «Ампіцилін», «Аскорбінова кислота», «Аспарагінат калія, магнія», «Клопідогрель», «Атропіна оксид», «Лізина ацетилсаліцилат», «Ацетилсаліцилова кислота», «Бетагістин», «Меладіон натрій бісульфат», «Транексамова кислота», «Гепарин», «Гідрокортизон», «Холіну альфосцерат», «Гліцин», «Аргінін», «Апротинин», «Дексаметазон», «Веклометазон», «Дігоксин», «Диклофенак», «Дифенгидрамин», «Тіоктова кислота», «Омепразол», «Допамін», «Урапидин», «Сульпірид», «Етамзилат», «Кальцію хлорид», «Каптопріл; гідрохлортиазід», «Декскетопрофен», «Кеторолак», «Цефуроксим», «Етиловий ефір α-бромізовалеріанової кислоти, фенобарбітал, м’яти олія», «Кверцетин, повідон», «Фуросемід», «Інтерферон альфа - 2 b рекомбінантний людини», «Лінезолідин», «Цитиколін», «Лозартан, гідрохлортиазіді», «Лозартан», «Магнія сульфат», «Амоксициллін, клавуланова кислота», «Фенилефрин», «Меропенем», «Метоклопрамід», «Амброксол», «Тіосульфат натрію», «Цитиколін», «Ніфуроксазид», «Дротаверин», «Окситоцин», «Ондансетрон», «Карбетоцин», «Папаверин», «Пентоксифілін», «Піридоксин», «Пірацетам», «Платифилін», «Преднізолон», «Неостигмин», «Мелоксикам», «Декстроза, калия хлорид, натрия хлорид, натрия цитрат», «Римантадин», «Метамізол натрія, фенпіверинію бромід, пітофенону гідро хлорид», «Рицинова олія», «Спирт етиловий», «Натрію хлорид, калію хлорид, магнію хлорид гексагідрат, кальцію хлорид дигідрат, натрію ацетат тригідрат, кислота L-малонова», «Цефтріаксон, сульбактам», «Сульфацетамід натрію», «Хлоропірамін», «Тіамін», «Пірацетам, тіотриазолін», «Торасемід», «Озельтамівір», «Інсулін людський», «Еноксапарин», «Бетаметазон», «Фуросемід», «Цитиколін», «Цефепім», «Цефотаксим», «Цефтазідім», «Цефтріаксон», «Цианокобаламін»).",336,0,0,0,0,3,aboveThresholdUA,293273.98,1982672,complete,236
UA-2017-02-20-001967-c,"ДК021:2015 :03220000-9 Овочі ,фрукти та горіхи (капуста 800кг)4(морква 550кг) ; (цибуля 650 кг).",32,0,0,0,0,2,belowThreshold,9775,4412372,complete,176
UA-2017-02-03-000917-b,Риба «Хек»,152,0,0,0,0,4,belowThreshold,15000,2071180,complete,610
UA-2017-02-17-002122-c,«Бензин» за кодом CPV ДК 021-2015 09132000-3 (бензин А-92),91,0,0,0,0,1,negotiation,276750,38759540,complete,156
UA-2017-02-28-001359-b,"Капітальний ремонт електричних мереж/електрощитових у житловому будинку за адресою: вул. Харченка, 26",713,0,0,0,0,4,belowThreshold,50000,39682379,complete,20
UA-2017-02-24-001173-b,Укладання кабелів. Послуга по виконанню поточного ремонту мереж електропостачання та встановлення світлодіодних світильників у багатоквартирному будинку.,453,0,0,0,0,10,belowThreshold,25251,40619966,complete,875
UA-2017-02-15-001217-c,"Пара, гаряча вода та пов""язана продукція  (теплова  енергія) ",93,0,0,0,0,5,negotiation.quick,8000000,2928433,complete,36
UA-2017-02-08-000543-c,"Шампунь, олія для масажу",337,0,0,1,1,4,belowThreshold,40650,26021206,complete,40
UA-2017-02-24-001393-c,"4291  Апарати для дистилювання, фільтрування чи ректифікації (Фільтри мастильні, паливні та всмоктувальні повітряні до двигунів внутрішнього згоряння)",429,0,0,0,0,1,belowThreshold,150000,1181765,complete,31
UA-2017-02-10-000338-a,Газове паливо,91,0,0,0,0,3,aboveThresholdUA,1007980,4402528,unsuccessful,304
UA-2017-02-08-002373-c,Газ природний,91,0,0,0,0,3,aboveThresholdUA,319945,2539826,unsuccessful,231
UA-2017-02-09-000212-c,Запасні частини для легкового автомобіля OPEL OMEGA ,343,0,0,0,0,4,belowThreshold,3000,24604168,complete,519
UA-2017-02-08-002356-c,Рукавички,184,2,invalid,0,0,4,aboveThresholdUA,1114246.99,37591417,complete,690
UA-2017-02-10-000501-c,маргарин,154,0,0,0,0,5,aboveThresholdUA,250000,2006076,complete,140
UA-2017-02-21-002365-c,"Взуття для танців: джазовки, джазетки",188,0,0,0,0,7,belowThreshold,33530,20152309,complete,934
UA-2017-02-08-001654-c,"Бензин А-92 , дизельне паливо (Код ДК 021:2015:  09130000-9 Нафта і дистиляти)",91,0,0,0,0,7,belowThreshold,85050,1987066,complete,532
UA-2017-02-17-000440-b,ДК 021-2015 код 15330000-0 Оброблені фрукти та овочі (сухофрукти та повидло),153,0,0,0,0,3,belowThreshold,23900,1992966,complete,711
UA-2017-02-20-000274-b,Канцтовари,301,0,0,1,1,3,belowThreshold,23000,2136258,complete,706
UA-2017-02-21-000028-b,Штемпельна фарба,226,0,0,0,0,4,aboveThresholdUA,12000,40081279,complete,30
UA-2017-02-03-000037-a,"«Вироби з нетканних матеріалів, код  39550000-2 за ДК 021-2015 (гніт повстяний 450х95х20)»",395,0,0,1,1,1,belowThreshold,32000,3328913,unsuccessful,30
UA-2017-02-28-000328-b,Закупівля квіткової продукції.,31,0,0,0,0,0,belowThreshold,7000,32855406,active,16
UA-2017-02-10-000009-b,"Наволочка дитяча, підковдра дитяча, простирадло дитяче, одіяло дитяче літнє (покривало)",395,0,0,0,0,8,belowThreshold,27756,21340065,complete,301
UA-2017-02-23-000185-a,"ДК 021:2015 код 15980000-1 Безалкогольні напої (мінеральні води негазовані, газовані, безалкогольні напої підсолоджувані, ароматизовані, вода питна у бутлях негазована)",159,0,0,0,0,8,aboveThresholdUA,542178,1566117,complete,21
UA-2017-02-01-002239-b,Яйця  -ДК 021:2015 (CPV): 03142500-3,31,0,0,0,0,1,belowThreshold,36000,1993658,unsuccessful,780
UA-2017-02-01-000247-b,Стоматологічні інструменти,331,0,0,0,0,4,belowThreshold,6459.6,5411268,complete,490
UA-2017-02-23-000722-a,"Печиво, вафлі, сушка",158,0,0,0,0,3,belowThreshold,3700,5266205,complete,162
UA-2017-02-10-001375-c,Поточний ремонт підлоги балкону 4-х поверхового спального корпусу готельного комплексу,450,0,0,0,0,1,belowThreshold,23333.33,38217021,unsuccessful,31
UA-2017-02-06-000823-b,Обладнання для відновлення працездатності інформаційно-телекомунікаційної системи Міністерства фінансів (Системи збереження даних),302,0,0,6,6,7,aboveThresholdEU,16100000,5416337,cancelled,41
UA-2017-02-06-001914-b,Паливо,91,0,0,0,0,7,aboveThresholdUA,411100,25574908,unsuccessful,430
UA-2017-02-28-000717-a,Масло солодковершкове,155,0,0,0,0,3,belowThreshold,199990,5415941,complete,21
UA-2017-02-08-000668-b,"бензин А-92, паливо дизельне",91,0,0,0,0,7,aboveThresholdUA,1000000,2141762,unsuccessful,445
UA-2017-02-04-000103-b,Послуги з видачі невиключної ліцензії на використання комп’ютерної програми «Комплект «БІЗНЕС ПРОФЕСІОНАЛ»,722,0,0,0,0,0,belowThreshold,22000,26345558,unsuccessful,10
UA-2017-02-08-002236-c,«ДСТУ Б Д.1.1-1:2013 «Правила визначення вартості будівництва» ГБН Г.1-218-182:2011 «Ремонт автомобільних доріг загального користування. Види ремонтів та перелік робіт» (ДК 021:2015 – 45000000-7 - Будівельні роботи) Капітальний ремонт дороги по вул. Зелений Гай в м. Красний Лиман»,450,0,0,0,0,4,belowThreshold,1010400,25946285,complete,843
UA-2017-02-02-000847-b,Холодильник BEKO DSA 28020,397,0,0,0,0,3,belowThreshold,19800,38759540,complete,156
UA-2017-02-09-002870-c,"Капітальний ремонт фасаду (лицювальної плитки) житлового будинку за адресою: просп. Оболонський,34/1 в Оболонському районі м. Києва.",454,0,0,0,0,4,belowThreshold,150000,39611267,complete,42
UA-2017-02-07-002181-c,Природний газ,91,0,0,0,0,1,negotiation,204000,1995060,complete,274
UA-2017-02-08-000021-c,31150000-2 Баласти для розрядних ламп чи трубок,311,0,0,0,0,4,belowThreshold,6500,1993776,complete,10
UA-2017-02-03-001989-b,"Розробка проектно-кошторисної документації по об'єкту «Реконструкція нежитлового приміщення КЗ «Дніпровський центр первинної медико-санітарної допомоги №4 » за адресою: м. Дніпро, вул. Набережная Перемоги 118____ під розміщення амбулаторії загальної практики сімейної медицини»,",712,0,0,0,0,8,belowThreshold,93000,37899673,cancelled,490
UA-2017-02-06-001214-b,"Сир твердий, Сир Кисломолочний.",155,0,0,0,0,1,belowThreshold,89035,21722281,complete,228
UA-2017-02-20-000134-c,Послуги з охорони правопорядку в навчальному корпусі та гуртожитках,752,0,0,0,0,11,aboveThresholdUA,504480,5407870,complete,100
UA-2017-02-22-001347-c,Вугілля  АО (25-50),91,0,0,0,0,6,aboveThresholdUA,219000,1034188,complete,681
UA-2017-02-09-000600-b,Сметана та йогурт в асортименті,155,0,0,0,0,4,aboveThresholdUA,478340,25921037,complete,323
UA-2017-02-17-001109-c,Електрична енергія,93,0,0,0,0,1,negotiation,469700,1116118,complete,490
UA-2017-02-21-000605-b,"ДК 021:2015 код 3255 (Телефонне обладнання,телефон стаціонарний) .",325,0,0,0,0,5,belowThreshold,20000,38946268,complete,40
UA-2017-02-07-001235-c,"Овочі, фрукти та горіхи",32,0,0,0,0,4,belowThreshold,56000,1990795,complete,843
UA-2017-02-17-001105-c,Папір А-4 для друку,301,0,0,0,0,1,belowThreshold,8000,34766528,unsuccessful,854
UA-2017-02-01-000672-b,Фармацевтична продукція ( Антигістамінні засоби системного застосування),336,0,0,0,0,3,belowThreshold,3144.25,2002380,complete,635
UA-2017-02-06-000650-a,бензин марки А-92,91,0,0,0,0,4,aboveThresholdUA,267600,38319453,complete,373
UA-2017-02-10-000037-a,друк газети,798,0,0,0,0,4,belowThreshold,5000,2003793,complete,642
UA-2017-02-01-000486-b,Бензин марки А-95E upq талони номіналом 10 літрів.,91,0,0,0,0,2,belowThreshold,5000,22050056,complete,115
UA-2017-02-23-000976-c,Природний газ,91,0,0,0,0,2,belowThreshold,147506.95,37544435,unsuccessful,860
UA-2017-02-06-001868-b,Надання послуг по заправці та відновленню картриджів,301,0,0,0,0,5,belowThreshold,165500,3361508,complete,875
UA-2017-02-06-001229-b,Маски медичні,331,0,0,0,0,5,belowThreshold,4500,1987327,complete,534
UA-2017-02-07-000230-a,Молоко,155,0,0,0,0,1,belowThreshold,31500,2147859,unsuccessful,411
UA-2017-02-28-000469-a,"ДК 021:2015 ""03210000-6 Зернові культури та картопля"" (картопля )",32,0,0,0,0,4,aboveThresholdUA,588581,2143347,complete,896
UA-2017-02-03-000959-c,"Заміна вікон за адресою: Бульв.Ігоря Шамо, 3",454,0,0,0,0,4,belowThreshold,500000,39606435,complete,20
UA-2017-02-23-000079-a,Машина для очищення сільськогосподарської продукції,166,0,0,0,0,8,belowThreshold,26692,22978663,complete,411
UA-2017-02-06-000237-c,Спеціалізована хімічна продукція,249,0,0,0,0,2,belowThreshold,40500,2774384,complete,290
UA-2017-02-23-000768-b,ДК 021:2015 код 33600000-6 Фармацевтична продукція (МНН*),336,0,0,0,0,5,aboveThresholdUA,377057.03,1995249,complete,271
UA-2017-02-17-002152-c,"пара, гаряча вода та пов’язана продукція  ( постачання теплової енергії)",93,0,0,0,0,3,negotiation.quick,316711.84,32869843,complete,611
UA-2017-02-24-000143-a,Роботи з ремонту та технічного обслуговування ГТС (71630000-3  Послуги з технічного огляду та випробовувань).,716,0,0,0,0,2,aboveThresholdUA,507000,131334,unsuccessful,87
UA-2017-02-24-000200-b,"44470000-5 Чавунні вироби (вантуза та клапана зворотні чавунні) (заходи щодо скорочення витрат води на 2017 р., Цос-1)",444,0,0,0,0,1,belowThreshold,38000,3327121,complete,690
UA-2017-02-10-000297-b,Електрична апаратура для комутування та захисту електричних кіл - за кодом CPV ДК 021:2015 - 31210000-1 (Мережевий фільтр),312,0,0,0,0,7,belowThreshold,9000,2010741,complete,690
UA-2017-02-14-000190-c,Клеї (Клеї),249,0,0,1,1,3,belowThreshold,19862,156127,unsuccessful,81
UA-2017-02-07-000422-b,"Сода-буфер (натрію бікарбонат) 100,0 мл",243,0,0,0,0,2,belowThreshold,5208,1999661,complete,360
UA-2017-02-23-002035-c,Теплова енергія,93,0,0,0,0,1,negotiation.quick,2905434,40088562,complete,10
UA-2017-02-10-001333-c,Послуги з програмного забеспечення,722,0,0,0,0,2,belowThreshold,10200,21929183,unsuccessful,490
UA-2017-02-08-000686-a,"томатна паста,ікра кабачкова,квасоля консервована,горошок консервований,родзинки,сухофрукти,повідло",153,0,0,0,0,4,belowThreshold,60000,13578947,complete,133
UA-2017-02-16-000087-c,транспорті послуги для виконання заходів районної Програми соціального захисту дітей,601,0,0,0,0,3,belowThreshold,30000,35432646,complete,723
UA-2017-02-01-002744-b,"послуги з прання рівної  бавовняної  та лляної білизни,  послуги з прання особливо брудної білизни",983,0,0,0,0,5,aboveThresholdUA,312557,2007070,unsuccessful,540
UA-2017-02-24-000808-a,Електрична енергія,93,0,0,0,0,1,negotiation,1069080,1992274,complete,905
UA-2017-02-08-000324-c,Крупи,156,0,0,0,0,3,belowThreshold,25000,1993612,unsuccessful,776
UA-2017-02-01-000921-b,Електрична енергія,93,0,0,0,0,6,negotiation,368210,4325911,active,242
UA-2017-02-22-000657-c,Запасні частини до автомобілів,343,0,0,0,0,6,aboveThresholdUA,1500000,3538993,complete,40
UA-2017-02-07-000856-b,природний газ,91,0,0,0,0,1,negotiation,549120,4396242,complete,483
UA-2017-02-03-002126-b,"Здійснення охоронних заходів та внутрішньо-об’єктного режиму на об’єкті, де зберігаються історичні та культурні цінності загальнодержавного значення",797,0,0,0,0,4,negotiation,542112,19054547,complete,650
UA-2017-02-07-000715-c,Послуги з ремонту і технічного обслуговування пасажирських транспортних засобів,501,0,0,0,0,4,belowThreshold,356400,40885849,cancelled,773
UA-2017-02-03-000967-c,кабелі,313,0,0,0,0,7,aboveThresholdUA,427370.17,5425046,complete,344
UA-2017-02-14-001136-c,питна вода,411,0,0,0,0,3,belowThreshold,6677,20252293,cancelled,525
UA-2017-02-15-000477-c,"Поточний ремонт по заміні деревяних віконих блоків на металевопластикові в підїзді житлового будинку за адресою: бул.Шевченко 87 під 1,2  Згідно ДСТУ Б Д 1.1-1:2013",454,0,0,0,0,3,belowThreshold,34858,32035610,complete,875
UA-2017-02-02-000839-b,Бензин А-95,91,0,0,0,0,2,belowThreshold,39900,33628165,unsuccessful,580
UA-2017-02-17-000978-c,Пластмасові вироби для досліджень,195,0,0,0,0,5,aboveThresholdUA,220000,2000085,complete,330
UA-2017-02-06-000843-b,19510000-4 (Гумові вироби).,195,0,0,0,0,3,belowThreshold,36800,31448144,complete,540
UA-2017-02-21-000833-a,Електрична енергія,93,0,0,0,0,1,negotiation.quick,295761.63,34813174,complete,250
UA-2017-02-02-000762-a,"Дрова твердолистяної породи дуб, граб, ясен",34,0,0,0,0,3,belowThreshold,100000,23107383,complete,246
UA-2017-02-07-001850-c,Хліб житньо-пшеничний,158,0,0,0,0,2,belowThreshold,96900,2005390,unsuccessful,191
UA-2017-02-17-001319-c,"Технічне переоснащення електромереж 0,4-10 кВ Л-6 від ЗТП-162 та Л-1 від СКТП-181 з встановленням розвантажувальної КТП-10/0,4кВ у с. Оброшино Пустомитівського району Львівської області (інв. № Л-6 від ЗТП-162 - 21613000292 та інв. № Л-1 від СКТП-181 - 21613000250)",452,0,0,0,0,1,belowThreshold,3423654,131587,complete,790
UA-2017-02-20-000083-b,Розчинники,448,0,0,0,0,3,belowThreshold,5000,38728360,complete,711
UA-2017-02-06-001081-b,дизельне паливо,90,0,0,0,0,6,aboveThresholdUA,2200000,992680,complete,396
UA-2017-02-28-001226-a,Медичні матеріали,331,0,0,0,0,5,belowThreshold,11000,1982910,complete,451
UA-2017-02-03-000668-c,Господарські товари,392,0,0,0,0,3,belowThreshold,6500,35531906,cancelled,10
UA-2017-02-03-001181-b,15500000-3 Молочні продукти,155,0,0,0,0,10,belowThreshold,37249,24812145,complete,852
UA-2017-02-15-002439-c,Молочні продукти,155,0,0,0,0,12,belowThreshold,37144.3,5536113,complete,500
UA-2017-02-08-000020-b,Послуга по заправці картриджів,503,0,0,3,3,3,belowThreshold,13200,37292855,complete,20
UA-2017-02-13-000460-a,Сирні продукти 2 лоти,155,0,0,0,0,2,belowThreshold,75255.5,2141437,unsuccessful,222
UA-2017-02-17-000447-c,Енергія електрична (ДК 021:2015 код 09310000-5 Електрична енергія (Електрична енергія):активна електроенергія ДК 016:2010 код 35.11.1,93,0,0,0,0,2,negotiation.quick,318374,41066775,complete,347
UA-2017-02-02-000345-c,"Поточний ремонт інженерних мереж системи ХВП, ГВП, ЦО, каналізація у підвалі",453,0,0,0,0,3,belowThreshold,190000,35756919,active,31
UA-2017-02-07-001097-a,"ГБН Г.1-218-182:2011. Послуги з поточного середнього ремонту автомобільної дороги загального користування державного значення Житомирської області М-21 Житомир – Могилів-Подільський (через м. Вінницю) км 49+650 – км 51+000, км 51+710 – км 52+820, км 53+100 – км 53+397.",452,0,0,0,0,4,aboveThresholdEU,20824320.8,3451526,complete,100
UA-2017-02-14-000183-c,Бензин А-92.,91,0,0,0,0,5,belowThreshold,12250,4528519,complete,222
UA-2017-02-01-000728-b,Курятина,151,0,0,0,0,1,belowThreshold,5272,21144720,unsuccessful,482
UA-2017-02-10-001227-c,Бензоінструмент (код 42650000-7  Ручні інструменти пневматичні чи моторизовані  за ДК-021-2015 «ЄЗС»)  для ПАТ «Рівнеобленерго» або  еквівалент.,426,0,0,0,0,4,aboveThresholdUA,1300000,5424874,complete,330
UA-2017-02-09-000411-a,Послуги з озеленення територій та утримання зелених насаджень,773,0,0,0,0,5,aboveThresholdUA,744948,26412705,complete,823
UA-2017-02-01-002280-b,Послуги провайдерів,724,0,0,0,0,1,belowThreshold,16500,24742858,complete,10
UA-2017-02-07-001780-c,"какао, цукерки",158,0,0,0,0,4,belowThreshold,21088,2141012,complete,414
